text,serviceDept_uuid,address_uuid,contactPoint_uuid,healthcareOrg_uuid,omitted
"The Plastiline kirurgia at M Gonzalez and Howard Tervisekeskus is situated at Kuus Passage 1B, in Võsubury, EE. To connect with our Emergency contact point send a fax to 4172823695, reach out via email at Mcneil.Plastic@dept.healthcare.org. The staff here is happy to help .",778d028c-e45e-45b9-a9f8-2b8b7dd5d97e,da595d3e-a0fe-4e1b-b910-18255057df41,e16e3336-77b1-4e21-bccc-c53ac36a4162,8b5885ca-0bb2-43f0-bd30-291a55fea08e,"address: postalCode, contact: [availableLanguage, phone]"
"The Child Health at M Gonzalez and Howard Tervisekeskus is situated at 36650, in Kütttown, Estonia. To connect with our Emergency contact point call 001-286-594-3160x875, send a fax to +1-846-578-4101x566, reach out via email at Mcneil.qediatric@dept.healthcare.org. The staff here is happy to help .",6689ef79-f8c3-4461-bc15-b016487eb3df,21ab9e3d-fdf4-4f09-bd87-d79311705ee3,84ddf869-b816-4f1a-9677-013ba8e19b83,8b5885ca-0bb2-43f0-bd30-291a55fea08e,"address: text, contact: [availableLanguage]"
"The Optomeetriline at M Gonzalez and Howard Tervisekeskus is situated at Jefimop Locks 88, in Lake aMtiport, EE. To connect with our Referrals contact point send a fax to 313-453-609552271, reach out via email at Mcneil.Optometric@dept.healthcare.org. The staff here is happy to help .",3a94f14b-0830-4ee6-9a9c-1d73f173d2fe,eafe0d1f-6e79-4d5f-9314-70c8acb14314,eb5d11e8-b6d2-4ba9-a517-3d1cf7fc0bd9,8b5885ca-0bb2-43f0-bd30-291a55fea08e,"address: postalCode, contact: [availableLanguage, phone]"
"The Podiatrisch at Peck LLC Zorg is situated at Elizelaan 2, 2167 YB, in Rien. To connect with our Referrals contact point reach out via email at Peqk.Podiatric@dept.healthcare.org. The staff here is happy to help in ['nl', 'en'].",ab46afee-8898-4682-a096-8f2106e090ea,1ae3237f-aa88-4965-9654-7b4d317588ff,7df8b7f0-44a1-44d0-96df-fc21b1c2ed56,27d99a23-e4f7-425e-afe6-790abc18a40b,"address: country, contact: [fax, phone]"
"The Spraakpathologie at Peck LLC Zorg is situated at Lucashof 89-1, in Beisndorp, NL. To connect with our Staff contact point reach out via email at Pech.Speech@dept.healthcare.org. The staff here is happy to help in ['nl', 'en'].",edabf3d2-53e4-4dd3-ae51-bca044c0a5ed,15f82b2f-bc89-4faf-8cf4-627782dcf736,80082244-1ac5-443b-b7dd-3c21e618d25d,27d99a23-e4f7-425e-afe6-790abc18a40b,"address: postalCode, contact: [fax, phone]"
"The Anesthesie at Peck LLC Zorg is situated at 3352 ZE, in Den Dunegn, NL. To connect with our Emergency contact point send a fax to (0991)-163416, reach out via email at Peck.Anesthesia@dept.healthcare.org. The staff here is happy to help in ['nl', 'en'].",955e988d-f24b-4d76-a07f-949ef11e71ae,100cfe80-2132-4c24-81b3-77bd59eae69a,66ab247a-75fe-400c-8407-32b4ef1772f4,27d99a23-e4f7-425e-afe6-790abc18a40b,"address: text, contact: [phone]"
"The Bone & Joint Clinic at Peck LLC Zorg is situated at 9549 RA, in oLsser, Netherlands. To connect with our Staff contact point call +3118 9245773, send a fax to +31(0)29-9252052, reach out via email at Peck.Musculoskeletal@dept.healthcare.org. The staff here is happy to help .",9b3e6605-5083-4669-836c-d6021a54acb2,e31b328e-3a32-4205-9e26-b29d8615ad73,a7486875-29bd-4604-bed2-7848c6950d85,27d99a23-e4f7-425e-afe6-790abc18a40b,"address: text, contact: [availableLanguage]"
"The Besmettelijk at Peck LLC Zorg is situated at Kyaraweg 147B, in Kattendijke, NL. To connect with our Staff contact point call +31913-064853. The staff here is happy to help in ['Dutch'].",57e061c6-0494-405d-b194-a9f14114fa10,b2b5591a-9d7f-442b-85e2-b0787a3e9905,49556582-7e54-4d03-aef4-2592ec1c6fe4,27d99a23-e4f7-425e-afe6-790abc18a40b,"address: postalCode, contact: [fax, email]"
"The Neurologisch at Peck LLC Zorg is situated at Kikipad 130, 8908 UH, in iMll. To connect with our Appointments contact point call +31(0)984-690815. The staff here is happy to help in ['Dutch', 'English'].",15362c1f-90b3-49d9-bf0a-837a3e0f7488,f2aaaaf0-e8eb-4ae2-9bc1-c77afa29fad9,047595fb-338b-4372-a00c-ea03b7d52dce,27d99a23-e4f7-425e-afe6-790abc18a40b,"address: country, contact: [fax, email]"
"The Radiografie at Peck LLC Zorg is situated at Félinewep 114, 5994 VN, in Hoofddorp. To connect with our Information contact point reach out via email at Pejk.Radiography@dept.healthcare.org. The staff here is happy to help in ['Dutch', 'English'].",5041b3d0-8950-4262-a797-765abc854e3f,054efa50-4962-473b-a0f9-986ab2363b7e,a1fa46f3-4668-4cdd-b5f9-8f4110a15299,27d99a23-e4f7-425e-afe6-790abc18a40b,"address: country, contact: [fax, phone]"
"The Joint & Immune Clinic at Peck LLC Zorg is situated at Lexdreef 34, 1278TQ, in Uithuizermeeden. To connect with our Appointments contact point call +319964776098. The staff here is happy to help in ['Dutch', 'English'].",754151b0-0cdf-420e-81e7-5ade858e8dfb,3b6b8130-f687-4f7a-b683-4a01bdb5ff1d,0aa1ee6f-1b04-4aa4-a3f3-3d5519248947,27d99a23-e4f7-425e-afe6-790abc18a40b,"address: country, contact: [fax, email]"
"The Pathologie at Allen Ltd Zrog is situated at Rensring 147-1, in Achterevld, NL. To connect with our Information contact point call +31(0)153 066453, send a fax to (099) 9073842. The staff here is happy to help .",3b4590c6-7380-427c-af25-a8cdde699e1e,44cfc3ca-c3fa-4764-9fd8-a0ca3b036dfd,5aa970d9-801a-4ff7-a6cd-d662c4e813db,52ebdac5-a145-4899-a1f8-c1569e0df45b,"address: postalCode, contact: [availableLanguage, email]"
"The Kidney Health at Allen Ltd Zrog is situated at Sennaring 75, 3698 CH, in Beilne. To connect with our Staff contact point reach out via email at Allek.Renal@dept.healthcare.org. The staff here is happy to help in ['Dutch', 'English'].",4a082de7-4f6d-4f01-b0dc-2737db807618,2542cff6-0710-41c5-802e-3a7aa1515f1e,cec1871a-b5c8-4060-89c7-35079d592a7b,52ebdac5-a145-4899-a1f8-c1569e0df45b,"address: country, contact: [fax, phone]"
"The Digestive Health at Allen Ltd Zrog is situated at Nikkiweg 141A, 8883 YA, in Dearsum. To connect with our Emergency contact point call +31(0)872-201716. The staff here is happy to help in ['Dutch', 'English'].",0d0fbbe9-6b7d-4713-8ba1-527dad7114db,335be677-df1b-425e-af66-be879a4c2227,d24f6919-7d1d-439e-b453-6a9b7ecbcd45,52ebdac5-a145-4899-a1f8-c1569e0df45b,"address: country, contact: [fax, email]"
"The Spraakpathologie at Allen Ltd Zrog is situated at 4179 IJ, in Garsthuizen, NL. To connect with our Staff contact point call +31747 877914, send a fax to (0675) 727514. The staff here is happy to help in ['Dutch'].",9641af55-358d-4639-90bf-babda5d649dc,970ea1aa-c76f-48ae-adf3-d0246f88c633,7e39fd94-f850-4bec-a7f5-794c007ea2cb,52ebdac5-a145-4899-a1f8-c1569e0df45b,"address: text, contact: [email]"
"The Child Health at Allen Ltd Zrog is situated at 6941 VQ, in lEburg, NL. To connect with our Information contact point call (0874)-206546, send a fax to 000 3615679. The staff here is happy to help .",f0c53802-4474-4ac6-9df7-327635ba9da1,df66946a-0116-4168-bac8-a7602d5df04a,c47090c6-bad8-4464-959b-0d078f022246,52ebdac5-a145-4899-a1f8-c1569e0df45b,"address: text, contact: [availableLanguage, email]"
"The General Practice at Ibarra PLk Zorg is situated at 1088FP, in Ameide, NL. To connect with our Emergency contact point call (0338) 006752, send a fax to +31090 036407. The staff here is happy to help in ['nl'].",19b5024c-eee2-4362-8ccb-cb6e42e14ce9,700e6a4f-2543-43f8-b349-f09340601a0d,28986430-fabd-4787-bd5a-95ecc315c8b0,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,"address: text, contact: [email]"
"The Gynaecologisch at Ibarra PLk Zorg is situated at 3670 EC, in Wilp, NL. To connect with our Staff contact point reach out via email at Ibarrk.Gynecologic@dept.healthcare.org. The staff here is happy to help in ['nl'].",d1da4bba-1ed9-4ae6-a5f4-4940f5114a9a,a7fd116e-d8f5-417f-85bd-ca63a100ba8f,88bf1035-d8cf-4d5c-b35c-f88bfae203e1,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,"address: text, contact: [fax, phone]"
"The Optometrisch at Ibarra PLk Zorg is situated at Dewilaan 36, in Hantumeruitburen, NL. To connect with our Staff contact point call (000) 0035114, send a fax to 0701-634499. The staff here is happy to help in ['Dutch', 'English'].",bdfdb88e-ae4f-40d7-bad0-e4d2f9dbd648,929c8ac4-bf28-40fb-a8cb-2f6eee5e256e,50bbd1c7-f01c-4cc7-bb87-c961fa17e092,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,"address: postalCode, contact: [email]"
"The Endocrijns at Ibarra PLk Zorg is situated at Rikpan 149, 6850ER, in Dirksland. To connect with our Referrals contact point call 054-0275361, send a fax to +31(0)58-1259381. The staff here is happy to help in ['nl', 'en'].",8034f222-b4a4-45c3-b4dc-5b1949523e70,eae9c546-446c-4893-89d3-cdb9ebb9aa72,689f2d23-100a-4f24-8dd1-5beb5d98abc9,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,"address: country, contact: [email]"
"The Spraakpathologie at Ibarra PLk Zorg is situated at 5830 BU, in Opende, Netherlands. To connect with our Emergency contact point send a fax to +3156 6532566, reach out via email at Ibarra.Splech@dept.healthcare.org. The staff here is happy to help .",483b7b7f-e2b1-46c9-8f2f-bda2b50ad6d5,f67d2311-33a8-49fd-9091-6a5f97ad1730,e9e1a3d1-1a12-4068-815c-77ed779571dd,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,"address: text, contact: [availableLanguage, phone]"
"The Neurologisch at Ibarra PLk Zorg is situated at 6081 ZG, in Hairnghuizen, Netherlands. To connect with our Staff contact point call +31(0)119-890522, reach out via email at Ibagra.Neurologic@dept.healthcare.org. The staff here is happy to help in ['nl'].",76c6bf55-a9b9-42bc-a350-0fcaad785312,317f1e9b-2ee6-416d-b51e-7fc8d6ab5c68,da47b8f9-cee4-4404-9648-1f4b0c747a90,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,"address: text, contact: [fax]"
"The Optometrisch at Ibarra PLk Zorg is situated at Morrisboulevard 110, 6368NR, in Emmeloodr. To connect with our Information contact point call (01451 901789, send a fax to (001) 7131339, reach out via email at Ibarra.Optometric@dept.healthcare.org. The staff here is happy to help .",01df3805-5f18-4cea-9b28-9a8432a88b74,b41fdcad-e36a-4265-ae51-686507afe1c5,5351c342-5b7c-48ed-b239-6f882516de06,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,"address: country, contact: [availableLanguage]"
"The Long- at Ibarra PLk Zorg is situated at Olafstraat 113B, 6617 WI, in Lutjebroek. To connect with our Staff contact point call +31(0)778 505017. The staff here is happy to help in ['Dutch'].",91340a41-9333-4293-ba04-a0d5d997e4bf,69259d81-2a2e-4ea7-9834-aeaf0f332bab,6efeb18f-aaa6-4ef9-bbb6-ba4c140ab78e,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,"address: country, contact: [fax, email]"
"The Bone & Joint Clinic at Griffin, Ross and Saunders Zorg is situated at Ravisteeg 77, in Den Hoorn, Netherlands. To connect with our Appointments contact point call (6806) 446410, reach out via email at Griffin.Muscvloskeletal@dept.healthcare.org. The staff here is happy to help in ['nl'].",a97e76ef-ebef-4ae1-89c3-a12df0bed3ed,5f7e3898-2ddb-4eff-9da7-2833e1bfbdfa,4f5ab827-3b33-445b-952b-c38cce0790d7,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,"address: postalCode, contact: [fax]"
"The Ademhalingstherapie at Griffin, Ross and Saunders Zorg is situated at 1048 FS, in Goënag, NL. To connect with our Information contact point call (051) 3322487, reach out via email at Griffin.Reypiratory@dept.healthcare.org. The staff here is happy to help in ['Dutch'].",6e323ff4-c345-495e-b8fa-29e6831520ca,9883502e-7f32-4e78-a7fe-651efd8c2a6f,8dfc0cb0-dc97-4aec-8fac-816ce2d371cc,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,"address: text, contact: [fax]"
"The Mental Health at Griffin, Ross and Saunders Zorg is situated at Hannalaan 34, 9767 IG, in Oudeomlen. To connect with our Information contact point call (0904) 980790, send a fax to +31(0799-2009421. The staff here is happy to help .",5516c1a6-45d3-4a2c-8826-8550d171a798,b31190b6-21e4-4b25-adb2-bb78765d13de,68aeb048-72ec-4932-a075-44b56eb7b98b,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,"address: country, contact: [availableLanguage, email]"
"The Ademhalingstherapie at Griffin, Ross and Saunders Zorg is situated at Emirrinp 54, in nAerveen, NL. To connect with our Referrals contact point call (029) 7657829, send a fax to +3147 9128838, reach out via email at Griffin.Respirftory@dept.healthcare.org. The staff here is happy to help .",690aae3f-ade5-4235-84d4-09975748c032,c04bd397-54a9-4898-bcb7-b35d68298389,d7c5a147-ebd2-452e-b18f-3aee34a25626,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,"address: postalCode, contact: [availableLanguage]"
"The Plastische chirurgie at Griffin, Ross and Saunders Zorg is situated at 3393KY, in Zandopl, NL. To connect with our Referrals contact point call +31(0)325 583390, send a fax to (7875) 267737, reach out via email at Griffin.Plastic@dept.healthcare.org. The staff here is happy to help .",4d543a0e-b3e5-47e4-a261-a3d28bdbf1f8,25b09e48-1ca1-4fa7-83b8-bbaa7e24238e,46c91999-4187-4dc0-aa20-ccea22e87c8d,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,"address: text, contact: [availableLanguage]"
"The Toxicologisch at Griffin, Ross and Saunders Zorg is situated at Lottering 12, in Hoogmade, NL. To connect with our Referrals contact point call +31(0)378 208287, send a fax to +31(0)032 390557. The staff here is happy to help .",5447353b-c9dc-4fb4-b567-7aaf4f462933,45baf444-bb7e-41bf-9b2f-fda39f013834,c40421fb-18fb-4f2c-9602-a43750ea62aa,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,"address: postalCode, contact: [availableLanguage, email]"
"The Ademhalingstherapie at Griffin, Ross and Saunders Zorg is situated at Michaelweg 27, in oWltersum, NL. To connect with our Emergency contact point call +31956-180289, reach out via email at Griffii.Respiratory@dept.healthcare.org. The staff here is happy to help in ['nl', 'en'].",0f32e315-7a2b-45d6-926d-076cd58cf189,b098a39f-12e9-43c1-a33a-812367ac9755,9e3589b2-eb14-4394-bd70-57fbc7caa96b,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,"address: postalCode, contact: [fax]"
"The Anesthesie at Griffin, Ross and Saunders Zorg is situated at Stanpad 81, 1567 IW, in IJsslestein. To connect with our Staff contact point call +31(7)049 493858. The staff here is happy to help in ['Dutch'].",54496139-add6-4d20-93f3-f048d814a978,fbfa7549-13ee-4ee8-950e-18400e60f583,91db735e-dc21-43e8-902e-4f400a013a86,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,"address: country, contact: [fax, email]"
"The Joint & Immune Clinic at Griffin, Ross and Saunders Zorg is situated at Pienweg 7, in Loon, Netherlands. To connect with our Information contact point call +31(0)20-1238274, reach out via email at Griffin.Rheumatologic@dept.healthcare.org. The staff here is happy to help in ['nl', 'en'].",e675e7e7-f848-419a-91fa-1e143cde8704,db03dadf-a10f-4588-b1e1-9146f654f453,e1f51fdc-c203-453a-8b78-44b004747134,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,"address: postalCode, contact: [fax]"
"The Dieetvoeding at Griffin, Ross and Saunders Zorg is situated at Corneliahov 35, 2967UN, in Snakkerburen. To connect with our Emergency contact point call +31(0)339 698220, send a fax to (019) 1391103, reach out via email at Grlffin.Diet@dept.healthcare.org. The staff here is happy to help .",56123a73-379e-44d2-a764-10c23f6b772a,055c64dd-e478-40a6-9368-e0d60b46b634,b11826f6-66c3-400c-9cae-80b846695f55,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,"address: country, contact: [availableLanguage]"
"The Plastische chirurgie at Figueroa-Storng Zorg is situated at Jesselaan 86B, in Oosterland, Netherlands. To connect with our Referrals contact point call +3118 3273954, reach out via email at FigueroaStrong.Plastic@dept.healthcare.org. The staff here is happy to help in ['nl'].",94307158-03cd-4178-b578-b202a834a79f,c78ad66d-4a9b-4c00-992e-dd37379c05da,77059fa8-56be-4bee-a67c-4de762f8d20a,71a8c9c6-0f6a-475b-b55b-2e5ca6ed0ac0,"address: postalCode, contact: [fax]"
"The Urologisch at Figueroa-Storng Zorg is situated at Timboulevard 130A, in uLnteren, NL. To connect with our Emergency contact point call +31076 342977, send a fax to +31568 477759, reach out via email at FigueroaStrong.Urologic@dept.healthcare.org. The staff here is happy to help .",1d60ee66-1540-42f1-8f22-070ded39abe0,b366dcbc-abbf-4882-affa-0875e4a7c828,c46e1738-790b-4990-a428-da2ed8900991,71a8c9c6-0f6a-475b-b55b-2e5ca6ed0ac0,"address: postalCode, contact: [availableLanguage]"
"The Genetisch at Figueroa-Storng Zorg is situated at Tijnboulevard 98, in Deursen-Dennenburg, NL. To connect with our Emergency contact point call +31(0)26 8525237, send a fax to +31(0)215-071250, reach out via email at FigueroaStrong.Genetic@dept.healthcare.org. The staff here is happy to help .",4c8909e3-1d54-4d05-b0de-ca69debcb6d2,d693bf11-7721-4931-9734-2123e3ed9637,8a8ed273-ece1-4e8b-85cc-70a1a49266c9,71a8c9c6-0f6a-475b-b55b-2e5ca6ed0ac0,"address: postalCode, contact: [availableLanguage]"
"The Long- at Figueroa-Storng Zorg is situated at Elizawez 94, in Meerssen, Netherlands. To connect with our Referrals contact point call 04692145886. The staff here is happy to help in ['nl', 'en'].",6c77700a-55d6-4f9b-85b0-3a351c16dc39,35152cba-ec4f-46ab-aa07-cfddee9cee1f,8e95ef6a-b675-4f65-b8e1-c5e6648b1a36,71a8c9c6-0f6a-475b-b55b-2e5ca6ed0ac0,"address: postalCode, contact: [fax, email]"
"The Kidney Health at Figueroa-Storng Zorg is situated at Maritboulevard 50, in Eppenhuizen, Netherlands. To connect with our Emergency contact point send a fax to +31(0)32-7421922, reach out via email at FigueroaStrong.Renal@dept.healthcare.org. The staff here is happy to help in ['Dutch'].",ec319b23-c7ff-4268-b14b-bea9404f72f3,d2865c01-77f7-4d19-8ee5-ddf0d996f125,6db16e7a-23e0-484e-bc30-9d334ea8c3b1,71a8c9c6-0f6a-475b-b55b-2e5ca6ed0ac0,"address: postalCode, contact: [phone]"
"The Heart & Vascular Center at Figueroa-Storng Zorg is situated at 6614 ID, in Leons, NL. To connect with our Staff contact point call 049 7612933, reach out via email at FigueroaStrong.Caraiovascular@dept.healthcare.org. The staff here is happy to help in ['Dutch'].",5b30f894-8122-408e-b24f-550f4e7aef59,93a7468c-10c1-4f57-bed6-8dc13265b5b3,fef5a551-87a9-4185-9166-465bb0464634,71a8c9c6-0f6a-475b-b55b-2e5ca6ed0ac0,"address: text, contact: [fax]"
"The Noodgeval at Figueroa-Storng Zorg is situated at Robinsteeg 109B, in Rottum, Netherlands. To connect with our Referrals contact point call (0089) 969726, send a fax to +31292 092965. The staff here is happy to help in ['Dutch', 'English'].",a9c0fdec-6c25-4ad6-9dcc-668fa4007b48,94e5efab-8e36-47af-b1c2-d7b2ed384c44,6278f95a-7438-4b47-aa83-c504ebbc854b,71a8c9c6-0f6a-475b-b55b-2e5ca6ed0ac0,"address: postalCode, contact: [email]"
"The Medication Services at Figueroa-Storng Zorg is situated at Silstraav 6, in Riethoven, Netherlands. To connect with our Staff contact point call 0978 055579, send a fax to 098-1012243, reach out via email at FigueroaStrong.Pharmacy@dept.healthcare.org. The staff here is happy to help .",f117f274-1840-4ff8-966d-a609aa80ddfc,f01688e4-b43b-4ab8-802b-7d666abb6f15,15f66e23-75e6-43b6-b952-7fba397ce787,71a8c9c6-0f6a-475b-b55b-2e5ca6ed0ac0,"address: postalCode, contact: [availableLanguage]"
"The Community Wellness at P Murphy and Brooks Gesundheitszentrum is situated at Gärtnerstr. 91B, 8549 , in Dürnstein. To connect with our Appointments contact point call +1-461-788-8173, send a fax to 001-529-904-6603x8172. The staff here is happy to help .",b9be64e1-b08d-4f95-8d8f-1e8bcac8d101,358d3e42-ed1e-454f-9fb7-86f4f61ed233,11d0fd54-750e-41b1-997e-b2fc26fc574c,9db3466d-1ba6-4c61-aaf9-4919e69b7971,"address: country, contact: [availableLanguage, email]"
"The Geburtshilfe at P Murphy and Brooks Gesundheitszentrum is situated at Engelring 10B, 8231 , in Amstetten. To connect with our Appointments contact point send a fax to (862)712-1753x9241, reach out via email at Parker.Midwifery@dept.healthcare.org. The staff here is happy to help in ['German', 'English'].",fc1f14ac-a6bb-429a-8a6e-e1d2b7815143,62fe8d68-95f4-4a1f-a1d2-92ab36f4851f,16b9315a-eea6-4d23-aaf3-913e301c8730,9db3466d-1ba6-4c61-aaf9-4919e69b7971,"address: country, contact: [phone]"
"The Infection Control at P Murphy and Brooks Gesundheitszentrum is situated at Alexa-Grassl-Straße 18, 6073 , in Schärding. To connect with our Referrals contact point call 646.246.0066, send a fax to (410)919-0400x6898. The staff here is happy to help in ['de', 'en'].",1745c170-d7bc-4fdf-8948-aff1182e1a8e,98e63241-243f-4229-ace4-8fdc68d60b08,3d550d82-be18-4b30-93b7-9970dd8159b8,9db3466d-1ba6-4c61-aaf9-4919e69b7971,"address: country, contact: [email]"
"The Herz -Kreislauf at P Murphy and Brooks Gesundheitszentrum is situated at Anabella-Hartl-Gasse 91A, 1357 , in Mattighofen. To connect with our Appointments contact point send a fax to 001-876-452-0336, reach out via email at Parker.Cardiovascular@dept.healthcare.org. The staff here is happy to help in ['de', 'en'].",7d79ab44-c633-4f19-9958-07d2be77e40e,bc67b332-a89d-4114-9841-c24912882f60,cb628a19-a79e-431f-86ad-ad4a37c6c427,9db3466d-1ba6-4c61-aaf9-4919e69b7971,"address: country, contact: [phone]"
"The Pädiatrisch at P Murphy and Brooks Gesundheitszentrum is situated at Luisa-Stöckl-Ring 60A, in Viotsberg, AT. To connect with our Information contact point call 856.355.2593, send a fax to (798)893-4029x4558. The staff here is happy to help .",711f02ac-e905-4731-bd38-7e53f882006a,6a2ca004-0465-46d5-a086-f2af3059c498,a76f80a9-1db9-4322-ad85-ceb25291b049,9db3466d-1ba6-4c61-aaf9-4919e69b7971,"address: postalCode, contact: [availableLanguage, email]"
"The Pregnancy Care at P Murphy and Brooks Gesundheitszentrum is situated at Anabella-Klug-Ring 92A, 3169 , in Lagnenlois. To connect with our Staff contact point call +1-315-449-0142x7441, send a fax to 001-711-383-9028, reach out via email at Parker.Oustetric@dept.healthcare.org. The staff here is happy to help .",c17c1820-23f6-40e8-8978-25ad137e21d5,09fa0833-e2fe-46d1-8b64-acd73331cc05,b00fecf4-d53a-4c3a-83ff-0b3a5380531c,9db3466d-1ba6-4c61-aaf9-4919e69b7971,"address: country, contact: [availableLanguage]"
